label_candidate,track_count,example_source_url,notes
Dynamic Reflection 024,1,https://youtube.com/watch?v=vycgnWJD690,bracket suffix in track title only
Ilian Tape,1,https://youtube.com/watch?v=QKFhh-EbrEs,bracket suffix in track title only
SLEAZE RECORDS (UK),1,https://youtube.com/watch?v=0lZ-mApeIy0,bracket suffix in track title only
Axis,1,https://youtube.com/watch?v=H60hEFeFPCY,bracket suffix in track title only
Affin,1,https://youtube.com/watch?v=SyIOzt8v5AQ,bracket suffix in track title only
Lunar Disco 2014,1,https://youtube.com/watch?v=DWICJu3nTZQ,bracket suffix in track title only
Scene III,1,https://youtube.com/watch?v=sizZKBiKqZQ,bracket suffix in track title only
MuteWax,1,https://youtube.com/watch?v=NLfeeWM7qAU&app=desktop,bracket suffix in track title only
Mord 002,1,https://youtube.com/watch?v=gchR9im0Rpw,bracket suffix in track title only
Fracture 003,1,https://youtube.com/watch?v=4OMEk9eGjBs,bracket suffix in track title only
PUSHMASTER DISCS,1,https://youtube.com/watch?v=zfKd2oUZQjM,bracket suffix in track title only
THEMA032,1,https://youtube.com/watch?v=ek6TmcBt7Ok,bracket suffix in track title only
AViAN#004,1,https://youtube.com/watch?v=cLU1RYUzQCM,bracket suffix in track title only
OCS006,1,https://youtube.com/watch?v=E5M4pfB4yKM,bracket suffix in track title only
IMF04,1,https://youtube.com/watch?v=luIGSp7LJxE,bracket suffix in track title only
SUBSPECIES,1,https://youtube.com/watch?v=qTRMFRalF7E,bracket suffix in track title only
Studio Barnhus,1,https://youtube.com/watch?v=M7BExuX42KA,bracket suffix in track title only
subspecies 001,1,https://youtube.com/watch?v=e4yvm_xZxN0,bracket suffix in track title only
50 WEAPONS,1,https://youtube.com/watch?v=MyMcNdgF7Y0,bracket suffix in track title only
Subterranean EP - Singular Records 2014,1,https://youtube.com/watch?v=9H18QRD4xHc,bracket suffix in track title only
Stroboscopic Artefacts - SA001,1,https://youtube.com/watch?v=4dCdntg9ue4,bracket suffix in track title only
BLANK CODE,1,http://youtu.be/0iA_0U0h-Oo,bracket suffix in track title only
M-Rec Ltd,1,https://youtube.com/watch?v=VziWtkS2O1o,bracket suffix in track title only
Konstrukt Records,1,http://youtu.be/U-EQTqOipN0,bracket suffix in track title only
1080 HD,1,https://youtube.com/watch?v=It4WxQ6dnn0,bracket suffix in track title only
Ilian Tape 024,1,https://youtube.com/watch?v=9a5VKytToE4,bracket suffix in track title only
Stroboscopic Artefacts SA5YEARS01,1,http://youtu.be/nWGvMjpxM3s,bracket suffix in track title only
Our Circular Sound,1,https://youtube.com/watch?v=OG1IKCNAFEI,bracket suffix in track title only
Stroboscopic Artefacts SA023,1,https://youtube.com/watch?v=gKoS9AwxOpw,bracket suffix in track title only
KEY Vinyl,1,https://youtube.com/watch?v=Ch7pCsDJjyU,bracket suffix in track title only
non001,1,http://youtube.com/watch?v=KQPvRX5PJ8w,bracket suffix in track title only
IY004,1,https://youtube.com/watch?v=728A2zV8N3o,bracket suffix in track title only
FIGURE57,1,https://youtube.com/watch?v=KSjIH0IPaP4,bracket suffix in track title only
MINDTRIP,1,https://youtube.com/watch?v=O_AJGRdXMv8,bracket suffix in track title only
ROH001,1,http://youtu.be/6FS1u8988IQ,bracket suffix in track title only
Wild Oats,1,https://youtube.com/watch?v=XK3Xy5LnlxY,bracket suffix in track title only
Frozen Border,1,http://youtube.com/watch?v=_ybvkn6X-tk,bracket suffix in track title only
EDIT SELECT RECORDS,1,https://youtube.com/watch?v=B9BxjscPUQU,bracket suffix in track title only
FIGURE SPC R,1,https://youtube.com/watch?v=tyLy5ijrArY,bracket suffix in track title only
Vizion Division,1,https://youtube.com/watch?v=w7xvKgfi-CU&feature=share,bracket suffix in track title only
RELOAD RECORDS,1,http://youtube.com/watch?v=CeQunk_EEvc,bracket suffix in track title only
Index Marcel Fengler 03,1,http://youtube.com/watch?v=HopjSGNMcpg,bracket suffix in track title only
MYTH001,1,https://youtube.com/watch?v=H_LvrSYXXig,bracket suffix in track title only
PoleGroup Records,1,http://youtube.com/watch?v=Zpzvike-6EU,bracket suffix in track title only
200 Ep - ELE-R004,1,http://youtube.com/watch?v=vriM7iU7itM,bracket suffix in track title only
Nonnative 01,1,https://youtube.com/watch?v=ibvMHuqJzps,bracket suffix in track title only
SCKT02,1,https://youtube.com/watch?v=QTrpdXZ2Vio,bracket suffix in track title only
030|006D,1,https://youtube.com/watch?v=rdyiXBAck-k,bracket suffix in track title only
SILENT STEPS,1,https://youtube.com/watch?v=qNn7IGeextI,bracket suffix in track title only
SHEWORKS005,1,https://youtube.com/watch?v=WTlhgEUmWpI,bracket suffix in track title only
M Plant,1,https://youtube.com/watch?v=D_3eUbhl0AE,bracket suffix in track title only
Horizontal Ground,1,https://youtube.com/watch?v=VzCrDAltCp0,bracket suffix in track title only
TOKEN33LP,1,https://youtube.com/watch?v=SLGVcMwHD1w,bracket suffix in track title only
O-TON77,1,https://youtube.com/watch?v=NRTMmW7iwGY,bracket suffix in track title only
IYMOM 001,1,https://youtube.com/watch?v=hDqjF7F0ozo,bracket suffix in track title only
Hush002,1,http://youtube.com/watch?v=JtVe5m2K-qc,bracket suffix in track title only
CRS Ltd. 001,1,https://youtube.com/watch?v=OpMw5e-f16Q,bracket suffix in track title only
MINUS33,1,https://youtube.com/watch?v=YMlO3-0g99w,bracket suffix in track title only
INVOLVE RECORDS,1,http://youtube.com/watch?v=RfAnjKUBgLE,bracket suffix in track title only
Dynamic Reflection,1,https://youtube.com/watch?v=eQWWRH_9ZHo,bracket suffix in track title only
Abstract Animal,1,https://youtube.com/watch?v=cfhh2NMwHBY,bracket suffix in track title only
DEEPLY ROOTED HOUSE,1,https://youtube.com/watch?v=wDGKmELWiXU,bracket suffix in track title only
SYNEWAVE,1,http://youtube.com/watch?v=MjzW3P91LKg,bracket suffix in track title only
HARDGROOVE,1,https://youtube.com/watch?v=mCsI0b-vWC8,bracket suffix in track title only
Bush 1089 - A-Side,1,http://youtube.com/watch?v=K5TT3lKRrEc,bracket suffix in track title only
Headless Horseman 003,1,https://youtube.com/watch?v=SnUVYnanRbQ,bracket suffix in track title only
CCCP 04,1,https://youtube.com/watch?v=vOfzAvc8mPU,bracket suffix in track title only
WetYourSelf Recordings,1,http://youtube.com/watch?v=7JlBR5gnMZM,bracket suffix in track title only
PLECTOR 005,1,http://youtube.com/watch?v=RQcNJKRFwA8,bracket suffix in track title only
REJ028,1,https://youtube.com/watch?v=bD_Pc51-kQ8,bracket suffix in track title only
OSTGUTCD27,1,http://youtube.com/watch?v=DkCeMtrjNLQ,bracket suffix in track title only
SHEWORKS003,1,http://youtube.com/watch?v=IvIyN_WU5I4,bracket suffix in track title only
A2,1,http://youtube.com/watch?v=oTcOEJcKdfI,bracket suffix in track title only
KILLEKILL 014,1,http://youtube.com/watch?v=t1Es9FwcAa0,bracket suffix in track title only
Index Marcel Fengler,1,http://youtube.com/watch?v=eJ-gtfE5wo8,bracket suffix in track title only
Ongaku 011 - Blood Mix,1,http://youtube.com/watch?v=i1GkATrwiMM,bracket suffix in track title only
Tallmen 001,1,http://youtube.com/watch?v=884MF7VmoG4,bracket suffix in track title only
CLRX2,1,http://youtube.com/watch?v=bFbzdyyv98k,bracket suffix in track title only
PNLP03,1,https://youtube.com/watch?v=3vIiyoVen3g,bracket suffix in track title only
O-TON42,1,http://youtube.com/watch?v=SM43i2qvKq8,bracket suffix in track title only
ann006,1,http://youtube.com/watch?v=vQRLlnVzNFM,bracket suffix in track title only
D1,1,http://youtube.com/watch?v=5u7OT7dM_x4,bracket suffix in track title only
A&S 004,1,http://youtube.com/watch?v=ZLxFZnQ0Rds,bracket suffix in track title only
KILLEKILL 013,1,http://youtube.com/watch?v=vjhSoa2SEsg,bracket suffix in track title only
SCKT01,1,http://youtube.com/watch?v=IinwL8FUyB0,bracket suffix in track title only
Giegling,1,http://youtube.com/watch?v=QtfHvSzW5yo,bracket suffix in track title only
A&S 003,1,http://youtube.com/watch?v=kqENkkdXUCo,bracket suffix in track title only
Prologue Music 2013,1,http://youtube.com/watch?v=7XRRUeI9MaM,bracket suffix in track title only
Stroboscopic Artefacts - SA009,1,http://youtube.com/watch?v=MI6s84LJY4s,bracket suffix in track title only
Downwards 2012,1,http://youtube.com/watch?v=Q0UdyWWVTAM,bracket suffix in track title only
HFT027,1,http://youtube.com/watch?v=6OAJFiCuemE,bracket suffix in track title only
Part 1/2,1,http://youtube.com/watch?v=c3HIoy-h3P0,bracket suffix in track title only
Stallion001,1,http://youtube.com/watch?v=lL12dMG8VGw,bracket suffix in track title only
Sonic Groove,1,http://youtube.com/watch?v=qLxpvGF3dzA,bracket suffix in track title only
Dystopian,1,http://youtube.com/watch?v=xT4tQA-Crrc,bracket suffix in track title only
NAKEDLUNCH,1,http://youtube.com/watch?v=p48RUwNzFmc,bracket suffix in track title only
ORIGINAL,1,http://youtube.com/watch?v=aGE5QTWgVxo,bracket suffix in track title only
SCB001,1,http://youtube.com/watch?v=CUeknkpE4d8,bracket suffix in track title only
michael forzza rmx,1,http://youtube.com/watch?v=Uy2BB05aklQ,bracket suffix in track title only
Monoloc rmx,1,http://youtube.com/watch?v=E1qzV-INGjA,bracket suffix in track title only
Versatile,1,http://youtube.com/watch?v=YtzyzKL6S-I,bracket suffix in track title only
Kat Modena EP (A1) - Purpose Maker 002,1,http://youtube.com/watch?v=9RVSNrH9hwU,bracket suffix in track title only
K209-2,1,http://youtube.com/watch?v=6aV1E5iilPI,bracket suffix in track title only
Teknotika Records (GG-28) - A,1,http://youtube.com/watch?v=nfoGgbTq5Ok,bracket suffix in track title only
C2 Rmx 1,1,http://youtube.com/watch?v=1NrKCt-hcBo,bracket suffix in track title only
HF041,1,https://youtube.com/watch?v=U7sq1WpKCdQ,bracket suffix in track title only
"Trackmode Recordings, TM-029",1,https://youtube.com/watch?v=5dPUQwwtuvQ,bracket suffix in track title only
Electric Minds,1,https://youtube.com/watch?v=U6EVrEZfpAE,bracket suffix in track title only
TRAUMPRINZ04,1,https://youtube.com/watch?v=Q-HupYg69P0,bracket suffix in track title only
320k,1,https://youtube.com/watch?v=25KdkTipTJ0&list=PLVI726ZPf8ba6ao-Q8duMGOP0Jq7i-Ygi&index=48,bracket suffix in track title only
12ROB31,1,https://youtu.be/Zrd4zjFraoM,bracket suffix in track title only
Unreleased,1,https://youtube.com/watch?v=R5B6xgWcGQw,bracket suffix in track title only
EPM Music,1,https://youtube.com/watch?v=sibOLuOp11A,bracket suffix in track title only
Sneaker Social Club,1,https://youtu.be/Cjpo29ACGw0,bracket suffix in track title only
Le Hult,1,https://youtu.be/NUHI4_PKxsk,bracket suffix in track title only
HINF8679,1,https://youtube.com/watch?v=H31eymtpmmc,bracket suffix in track title only
Houndstooth,1,https://youtube.com/watch?v=Qfl8N2kVpoM,bracket suffix in track title only
R$N Records,1,https://youtube.com/watch?v=mi65zdInD6M,bracket suffix in track title only
with lyrics,1,https://youtube.com/watch?v=mrZRURcb1cM,bracket suffix in track title only
CRC-01,1,https://youtube.com/watch?v=JphdGGrXMsE,bracket suffix in track title only
Extended Version,1,https://youtube.com/watch?v=xaTktEf9h4A,bracket suffix in track title only
Nellee Hooper Extended Mix,1,https://youtube.com/watch?v=rBZov0OjYck,bracket suffix in track title only
2013,1,https://youtube.com/watch?v=qmd_o1s7sds,bracket suffix in track title only
Yoruba Records,1,https://youtu.be/M0C80qHYabA,bracket suffix in track title only
STITCHUP000,1,https://youtube.com/watch?v=AWOdXrj6t9I,bracket suffix in track title only
VIRGINIA001,1,https://youtube.com/watch?v=rpPYnFizhqU,bracket suffix in track title only
AHRPE005,1,https://youtube.com/watch?v=Z82skcTHE9w,bracket suffix in track title only
BST014,1,https://youtube.com/watch?v=tcGwkiZEV98,bracket suffix in track title only
PAMPA017,1,https://youtube.com/watch?v=oYtJMnYc3Uc,bracket suffix in track title only
Karlovak,1,https://youtube.com/watch?v=83IJpihX3Mo,bracket suffix in track title only
ON EDGE SOCIETY,1,http://youtu.be/WUDE3Qwlqy4,bracket suffix in track title only
"Deeply Rooted House, 2007",1,http://youtu.be/UpZG5nTli-Q,bracket suffix in track title only
2012,1,http://youtu.be/uVSye6PofCA,bracket suffix in track title only
Disco,1,https://youtu.be/allB2VKX5YI,bracket suffix in track title only
2/3,1,https://youtu.be/Q_WoEJUUj7I,bracket suffix in track title only
Animals Dancing - ANIMALS 001,1,https://youtube.com/watch?v=Z0PJ05aMTbw,bracket suffix in track title only
Nein Records,1,https://youtube.com/watch?v=26v1Ig1TN3A,bracket suffix in track title only
Claque Musique,1,https://youtube.com/watch?v=MnDMJdH13QQ,bracket suffix in track title only
4/5,1,http://youtube.com/watch?v=l8XpqI2nUzc,bracket suffix in track title only
MAW Records ‎– MAW 0003,1,https://youtube.com/watch?v=6o-awpfXzQQ,bracket suffix in track title only
MYTH003,1,https://youtube.com/watch?v=BErFZNh8qnk,bracket suffix in track title only
MYTH002,1,https://youtube.com/watch?v=G3EXjtqGULA,bracket suffix in track title only
Strength Music 015,1,https://youtu.be/t_51BrUbYe0,bracket suffix in track title only
PETS RECORDINGS,1,http://youtu.be/iaQna1BCvwU,bracket suffix in track title only
Enlightenment EP - B-side | Singular Records 2013,1,https://youtube.com/watch?v=LLSBQ8dX1gw,bracket suffix in track title only
Trainspotting,1,https://youtube.com/watch?v=6iKFn8dlxX8,bracket suffix in track title only
Ninja Tune,1,https://youtube.com/watch?v=cv3089tOcLg,bracket suffix in track title only
1987,1,https://youtube.com/watch?v=Y-Fcx4SGKqo,bracket suffix in track title only
PH40,1,https://youtube.com/watch?v=rSIX4kXq2nM,bracket suffix in track title only
Stripped Recordings,1,http://youtube.com/watch?v=xUaCM2b30hI,bracket suffix in track title only
Ame Remix,1,http://youtube.com/watch?v=6RoaxPbrp0U,bracket suffix in track title only
Vinyl,1,https://youtube.com/watch?v=Q8ER41n9SRE,bracket suffix in track title only
Zodiac 44 - ZAIRES,1,https://youtube.com/watch?v=sDCsbmDkeNk,bracket suffix in track title only
"Power Music Trax, 1993",1,http://youtube.com/watch?v=-Mr1fniJegQ,bracket suffix in track title only
Dungeon Meat - DMT 01,1,https://youtube.com/watch?v=ufp7Wkog4MQ,bracket suffix in track title only
Ryan Elliot Remix,1,http://youtube.com/watch?v=ZAgEyLKJFvk,bracket suffix in track title only
FAN VIDEO,1,http://youtu.be/fgyR2zQlHD4,bracket suffix in track title only
EH001,1,https://youtube.com/watch?v=-Y4B5Fww5us&feature=youtu.be,bracket suffix in track title only
Downtown 161,1,https://youtube.com/watch?v=hwvBQzQCcK0,bracket suffix in track title only
VIBE ME,1,https://youtube.com/watch?v=wbMUbESJItY,bracket suffix in track title only
Remix,1,https://youtube.com/watch?v=Q-6c3dTL9tQ,bracket suffix in track title only
Last Night On Earth,1,https://youtube.com/watch?v=81SXRUTQe_c,bracket suffix in track title only
Baalsaal Records,1,https://youtube.com/watch?v=O4zj0OjUADM,bracket suffix in track title only
Strictly Rhythm 12357 - A-Side,1,http://youtube.com/watch?v=hy2vIZMO-v4,bracket suffix in track title only
HFT030,1,http://youtu.be/f72C6Puv8h0,bracket suffix in track title only
Club Mix,1,http://youtube.com/watch?v=I8JVjG1ZNME,bracket suffix in track title only
Tamed Musiq,1,http://youtube.com/watch?v=Xo-QyJWRJqM,bracket suffix in track title only
Life and Death,1,http://youtube.com/watch?v=0bQFYwuObr8,bracket suffix in track title only
Rare Original 12 Inch Extended Promo,1,http://youtube.com/watch?v=atsMPZrm0BA,bracket suffix in track title only
ITJ07,1,http://youtube.com/watch?v=EvalIsR5OXE,bracket suffix in track title only
Levon Vincent remix,1,http://youtube.com/watch?v=Fa4hsxkMlO8,bracket suffix in track title only
Honest Jon's,1,http://youtube.com/watch?v=eL-4BE_4TI0,bracket suffix in track title only
Phonography,1,http://youtube.com/watch?v=RjUnO0BKZMA,bracket suffix in track title only
1991,1,http://youtube.com/watch?v=5kN6WtRhdyg,bracket suffix in track title only
full lenght,1,http://youtube.com/watch?v=ZgZdchfBe5Q,bracket suffix in track title only
L.I.E.S. 014.5,1,http://youtube.com/watch?v=iMUe6qsRz9g,bracket suffix in track title only
2011,1,http://youtube.com/watch?v=JPiwE9r_dzE,bracket suffix in track title only
Trelik 14 - A,1,http://youtu.be/DPwQIfrbJg0,bracket suffix in track title only
PRTR09,1,http://youtube.com/watch?v=dJFsEaCMdWY,bracket suffix in track title only
mantis 018,1,http://youtube.com/watch?v=TQvUGOe-Inw,bracket suffix in track title only
UR 030,1,http://youtube.com/watch?v=pry4TMuSnbY,bracket suffix in track title only
Permanent Vacation,1,http://youtube.com/watch?v=gHWfASdP0Jc,bracket suffix in track title only
Playhouse,1,http://youtube.com/watch?v=od78WOsV918,bracket suffix in track title only
COMEME,1,http://youtube.com/watch?v=QWyPMsYrmTg,bracket suffix in track title only
VQ005,1,http://youtube.com/watch?v=uzGA0NqdHSM,bracket suffix in track title only
UQ-028,1,http://youtube.com/watch?v=LQg7bN8SSmM,bracket suffix in track title only
Wild Cats EP,1,http://youtube.com/watch?v=7o1JuunQJD8,bracket suffix in track title only
Vinyl Rip,1,http://youtube.com/watch?v=f-q0rtyMLEE,bracket suffix in track title only
Free HQ DL,1,http://youtube.com/watch?v=2E_fkrmKKbA,bracket suffix in track title only
Workshop XX,1,http://youtube.com/watch?v=U_JfpAF1xug,bracket suffix in track title only
"Environ, 2003",1,http://youtube.com/watch?v=gKa5WfGY91g,bracket suffix in track title only
720p,1,http://youtube.com/watch?v=VEsVgF7pByY,bracket suffix in track title only
Extended Mix,1,http://youtube.com/watch?v=yb5osClXQHY,bracket suffix in track title only
Voices Of Life,1,http://youtube.com/watch?v=4DSmrg5aerE,bracket suffix in track title only
"Ostgut Ton, 2008",1,http://youtube.com/watch?v=VbO88n12zl0,bracket suffix in track title only
original mix,1,http://youtube.com/watch?v=oBQDChSclV8,bracket suffix in track title only
SCB003,1,http://youtube.com/watch?v=RAt8t8bRRg0,bracket suffix in track title only
HQ Music Video,1,http://youtube.com/watch?v=f-ywo5WUNyU,bracket suffix in track title only
FORTHCOMING SUNKLOWUN,1,http://youtube.com/watch?v=X01ye1fVQCU,bracket suffix in track title only
O-TON035,1,http://youtube.com/watch?v=QtfQX1EmWlw,bracket suffix in track title only
OFFICIAL,1,http://youtube.com/watch?v=euS2SlC68q8,bracket suffix in track title only
Bosconi016,1,http://youtube.com/watch?v=gWL7ih5s370,bracket suffix in track title only
Vidab,1,http://youtube.com/watch?v=kC0JJwM9x8A,bracket suffix in track title only
Cecille,1,http://youtube.com/watch?v=dA2ktxV2f9Q,bracket suffix in track title only
Baobab Music,1,http://youtube.com/watch?v=LYWIjldfoNs,bracket suffix in track title only
LUV101,1,http://youtube.com/watch?v=ErZR9ZqEWbA&feature=related,bracket suffix in track title only
C.O.M.B.i C/D,1,http://youtube.com/watch?v=7hU5kAZ01XQ,bracket suffix in track title only
NOIR MUSIC,1,http://youtube.com/watch?v=ycsDzrFT-tI,bracket suffix in track title only
totp2,1,http://youtube.com/watch?v=915a1F-PTck,bracket suffix in track title only
